www.freebase.com/m/04whkz5	www.freebase.com/book/written_work/subjects	www.freebase.com/m/01cj3p	what is the book e about
www.freebase.com/m/0tp2p24	www.freebase.com/music/release_track/release	www.freebase.com/m/0sjc7c1	to what release does the release track cardiac arrest come from
www.freebase.com/m/04j0t75	www.freebase.com/film/film/country	www.freebase.com/m/07ssc	what country was the film the debt from
www.freebase.com/m/0ftqr	www.freebase.com/music/producer/tracks_produced	www.freebase.com/m/0p600l	what songs have nobuo uematsu produced?
www.freebase.com/m/036p007	www.freebase.com/music/release/producers	www.freebase.com/m/0677ng	Who produced eve-olution?
www.freebase.com/m/0ms5mg	www.freebase.com/music/recording/artist	www.freebase.com/m/0mjn2	Which artist recorded most of us are sad?
www.freebase.com/m/086k8	www.freebase.com/film/production_company/films	www.freebase.com/m/0278x5r	what movie is produced by warner bros.
www.freebase.com/m/02vnx8y	www.freebase.com/common/topic/notable_types	www.freebase.com/m/01xljrf	What is don graham known as?
www.freebase.com/m/01smm	www.freebase.com/travel/travel_destination/tourist_attractions	www.freebase.com/m/0328cp	what's there to see in columbus
www.freebase.com/m/0mgb6cl	www.freebase.com/music/release_track/release	www.freebase.com/m/0f4zk3j	What album was tibet released on
www.freebase.com/m/02dtg	www.freebase.com/location/location/people_born_here	www.freebase.com/m/01s8mcb	who is a musician born in detroit
www.freebase.com/m/0275d7v	www.freebase.com/music/artist/origin	www.freebase.com/m/052bw	Which city did the artist ryna originate in
www.freebase.com/m/0ds46xp	www.freebase.com/film/film/produced_by	www.freebase.com/m/0qdwr	who produced the film rough house rosie
www.freebase.com/m/0hzqmtk	www.freebase.com/film/film/language	www.freebase.com/m/03k50	what is the language in which mera shikar was filmed in
www.freebase.com/m/03fmfd5	www.freebase.com/common/topic/notable_types	www.freebase.com/m/01xlj26	how was maui released 
www.freebase.com/m/01_d4	www.freebase.com/location/location/events	www.freebase.com/m/0b27c	Whats the name of a battle that happened in chicago
www.freebase.com/m/02nzb8	www.freebase.com/soccer/football_position/players	www.freebase.com/m/047cjkf	what player plays the position midfielder?
www.freebase.com/m/026d753	www.freebase.com/location/location/containedby	www.freebase.com/m/09c7w0	which country is cheney tech in
www.freebase.com/m/025rzfc	www.freebase.com/military/military_conflict/military_personnel_involved	www.freebase.com/m/01rv2v	which red army general was involved in the great patriotic war?
www.freebase.com/m/010zsp1	www.freebase.com/music/recording/artist	www.freebase.com/m/01wyz92	who recorded the song shake ya body?
www.freebase.com/m/014k0b	www.freebase.com/music/album_release_type/albums	www.freebase.com/m/0f_l0lh	what album is single (music)
www.freebase.com/m/0j3yffd	www.freebase.com/people/person/nationality	www.freebase.com/m/0162v	What is terry adamson's nationality?
www.freebase.com/m/03x_s7f	www.freebase.com/soccer/football_player/position_s	www.freebase.com/m/02_j1w	what is the position that  mike twellman plays
www.freebase.com/m/04t36	www.freebase.com/film/film_genre/films_in_this_genre	www.freebase.com/m/02pzv6j	list some musical films
www.freebase.com/m/01bph6y	www.freebase.com/music/recording/tracks	www.freebase.com/m/0rt6gpv	which track is in the recording teleportation
www.freebase.com/m/02jx1	www.freebase.com/location/location/contains	www.freebase.com/m/055whd	what is a name of gay night club in england
www.freebase.com/m/033128g	www.freebase.com/music/release/track_list	www.freebase.com/m/0l275sf	What is a song from the release titled people get ready! the curtis mayfield story
www.freebase.com/m/03rjj	www.freebase.com/location/location/contains	www.freebase.com/m/0gm11j	Name a location in italy
www.freebase.com/m/03v713	www.freebase.com/people/person/nationality	www.freebase.com/m/09c7w0	what is ellen swallow richards's nationality?
www.freebase.com/m/04wn66	www.freebase.com/fictional_universe/fictional_character/appears_in_these_fictional_universes	www.freebase.com/m/058nt	Which fictional universe does david north appear in?
www.freebase.com/m/016zwt	www.freebase.com/location/location/contains	www.freebase.com/m/02z3mgm	Name a city in Nepal.
www.freebase.com/m/011j5x	www.freebase.com/music/genre/artists	www.freebase.com/m/0h3wk2h	Name a post-punk artist
www.freebase.com/m/0f1tg	www.freebase.com/media_common/media_genre/child_genres	www.freebase.com/m/02qkswy	What is a child genre of strategy game
www.freebase.com/m/0j641kt	www.freebase.com/tv/tv_program/languages	www.freebase.com/m/02h40lc	What language is the show elementary broadcast in?
www.freebase.com/m/03dvqqy	www.freebase.com/location/location/contains	www.freebase.com/m/03m6g9k	where is the 58033 zip code
www.freebase.com/m/04w3yjv	www.freebase.com/book/written_work/subjects	www.freebase.com/m/0kt51	what subject is racing to the beginning of the road written about?
www.freebase.com/m/05pcjw	www.freebase.com/education/school_category/schools_of_this_kind	www.freebase.com/m/063zld9	what is an example of a private university
www.freebase.com/m/01hjmb	www.freebase.com/media_common/adapted_work/adaptations	www.freebase.com/m/0267r5_	the predator (film) is an adaptation of what work
www.freebase.com/m/02ql5yh	www.freebase.com/people/person/gender	www.freebase.com/m/05zppz	what is the gender of james hendry?
www.freebase.com/m/0rpzlcg	www.freebase.com/people/person/nationality	www.freebase.com/m/09c7w0	Which country is albert bolender from
www.freebase.com/m/0s4hxt	www.freebase.com/music/recording/producer	www.freebase.com/m/0d7n9	who produced change partners
www.freebase.com/m/0bpgx	www.freebase.com/education/school_category/schools_of_this_kind	www.freebase.com/m/0h2y4k	what is a school under the high school category
